epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,114.228,1.70404,1.11074,0.00162,0.66386,0.39167,0.43194,0.2463,1.83686,1.39173,0.00187,0.000450162,0.000450162,0.000450162
44,116.606,1.64469,1.11023,0.00163,0.70144,0.39862,0.44768,0.25706,1.83474,1.34323,0.00187,0.000447852,0.000447852,0.000447852
45,118.852,1.61857,1.10235,0.0015,0.70144,0.39862,0.44768,0.25706,1.83474,1.34323,0.00187,0.000445497,0.000445497,0.000445497
46,121.128,1.55034,1.11995,0.00178,0.69405,0.40243,0.44805,0.26606,1.83657,1.30963,0.00188,0.000443096,0.000443096,0.000443096
47,123.465,1.60246,1.08765,0.00157,0.70453,0.40416,0.44153,0.2606,1.83061,1.31443,0.00187,0.000440651,0.000440651,0.000440651
48,125.548,1.64193,1.06437,0.00165,0.70453,0.40416,0.44153,0.2606,1.83061,1.31443,0.00187,0.000438162,0.000438162,0.000438162
49,127.517,1.6788,1.16784,0.00176,0.5106,0.40881,0.4485,0.25905,1.81102,1.35494,0.00187,0.00043563,0.00043563,0.00043563
50,129.458,1.56137,1.03374,0.00171,0.5106,0.40881,0.4485,0.25905,1.81102,1.35494,0.00187,0.000433055,0.000433055,0.000433055
51,131.485,1.70064,1.06642,0.00176,0.46073,0.43568,0.44914,0.26269,1.78011,1.38301,0.00184,0.000430438,0.000430438,0.000430438
52,133.473,1.55111,0.99288,0.00156,0.47391,0.41939,0.44514,0.26605,1.77638,1.37938,0.00181,0.000427779,0.000427779,0.000427779
53,135.431,1.68345,1.12609,0.00169,0.47391,0.41939,0.44514,0.26605,1.77638,1.37938,0.00181,0.00042508,0.00042508,0.00042508
54,137.525,1.6054,1.07451,0.00155,0.4755,0.424,0.45489,0.26225,1.81496,1.33644,0.00185,0.00042234,0.00042234,0.00042234
55,139.57,1.49284,0.99457,0.00176,0.45348,0.41105,0.45702,0.25847,1.81201,1.31834,0.00185,0.000419562,0.000419562,0.000419562
56,141.495,1.67415,1.05275,0.00153,0.45348,0.41105,0.45702,0.25847,1.81201,1.31834,0.00185,0.000416744,0.000416744,0.000416744
57,143.532,1.66598,1.03375,0.00168,0.46587,0.42095,0.45211,0.24649,1.78998,1.26844,0.00182,0.000413888,0.000413888,0.000413888
58,145.822,1.60253,1.03101,0.00162,0.46587,0.42095,0.45211,0.24649,1.78998,1.26844,0.00182,0.000410995,0.000410995,0.000410995
59,148.039,1.59585,1.04192,0.00167,0.73644,0.41779,0.4697,0.25665,1.77139,1.22205,0.00178,0.000408065,0.000408065,0.000408065
60,150.124,1.62155,1.01884,0.00171,0.70736,0.43544,0.48541,0.27382,1.73929,1.20321,0.00174,0.0004051,0.0004051,0.0004051
61,152.576,1.60084,0.98342,0.0015,0.70736,0.43544,0.48541,0.27382,1.73929,1.20321,0.00174,0.000402099,0.000402099,0.000402099
62,154.934,1.56971,0.99719,0.00176,0.72069,0.42986,0.50764,0.28866,1.76356,1.16719,0.00176,0.000399064,0.000399064,0.000399064
63,157.246,1.5331,0.9387,0.00154,0.7698,0.40984,0.50609,0.29209,1.76929,1.17247,0.00177,0.000395995,0.000395995,0.000395995
64,159.786,1.61628,0.97473,0.00143,0.7698,0.40984,0.50609,0.29209,1.76929,1.17247,0.00177,0.000392893,0.000392893,0.000392893
65,162.319,1.53007,0.89288,0.00163,0.72133,0.4748,0.51275,0.29292,1.78316,1.17321,0.00178,0.000389759,0.000389759,0.000389759
66,164.873,1.56028,0.96823,0.00155,0.72133,0.4748,0.51275,0.29292,1.78316,1.17321,0.00178,0.000386593,0.000386593,0.000386593
67,167.568,1.49225,0.92676,0.0015,0.90427,0.38625,0.51486,0.28654,1.78813,1.23016,0.00182,0.000383397,0.000383397,0.000383397
68,169.77,1.61383,0.99282,0.00164,0.86024,0.40194,0.49708,0.28004,1.80883,1.28283,0.00185,0.000380171,0.000380171,0.000380171
69,171.745,1.46857,0.90176,0.00148,0.86024,0.40194,0.49708,0.28004,1.80883,1.28283,0.00185,0.000376916,0.000376916,0.000376916
70,173.701,1.53623,0.9534,0.00163,0.84058,0.39489,0.4857,0.27734,1.81982,1.29856,0.00188,0.000373633,0.000373633,0.000373633
71,175.746,1.55908,0.94152,0.00154,0.83316,0.41173,0.49489,0.2786,1.83244,1.30386,0.00185,0.000370323,0.000370323,0.000370323
72,177.774,1.48353,0.84754,0.00154,0.83316,0.41173,0.49489,0.2786,1.83244,1.30386,0.00185,0.000366986,0.000366986,0.000366986
73,179.836,1.5709,0.92317,0.00147,0.83616,0.45404,0.53723,0.29073,1.81597,1.30368,0.00182,0.000363623,0.000363623,0.000363623
74,181.969,1.55356,0.91568,0.00159,0.83616,0.45404,0.53723,0.29073,1.81597,1.30368,0.00182,0.000360235,0.000360235,0.000360235
75,184.221,1.50799,0.88442,0.00147,0.8327,0.45881,0.533,0.29512,1.83234,1.31485,0.00183,0.000356823,0.000356823,0.000356823
76,186.86,1.514,0.83597,0.00152,0.83105,0.46576,0.54542,0.30275,1.84033,1.32862,0.00183,0.000353387,0.000353387,0.000353387
77,189.167,1.45023,0.82907,0.0015,0.83105,0.46576,0.54542,0.30275,1.84033,1.32862,0.00183,0.00034993,0.00034993,0.00034993
78,191.765,1.52178,0.87001,0.00143,0.8472,0.46694,0.53563,0.30914,1.82548,1.29585,0.00183,0.00034645,0.00034645,0.00034645
79,194.393,1.57076,0.94149,0.00149,0.81659,0.45771,0.56268,0.31406,1.80469,1.26848,0.00182,0.00034295,0.00034295,0.00034295
80,196.792,1.54518,0.85969,0.00168,0.81659,0.45771,0.56268,0.31406,1.80469,1.26848,0.00182,0.00033943,0.00033943,0.00033943
81,199.131,1.52518,0.88318,0.00164,0.79464,0.5099,0.56948,0.31389,1.81543,1.26096,0.00183,0.000335892,0.000335892,0.000335892
82,201.085,1.51462,0.84277,0.0014,0.79464,0.5099,0.56948,0.31389,1.81543,1.26096,0.00183,0.000332335,0.000332335,0.000332335
83,203.167,1.46783,0.82122,0.00168,0.57798,0.51585,0.57283,0.30758,1.83419,1.24433,0.00184,0.00032876,0.00032876,0.00032876
84,205.409,1.46238,0.83074,0.00165,0.57827,0.53358,0.58817,0.30977,1.84809,1.24576,0.00185,0.00032517,0.00032517,0.00032517
85,207.58,1.52403,0.84474,0.00144,0.57827,0.53358,0.58817,0.30977,1.84809,1.24576,0.00185,0.000321564,0.000321564,0.000321564
86,209.704,1.4389,0.85509,0.00142,0.55619,0.56901,0.59267,0.31035,1.85598,1.20362,0.00185,0.000317943,0.000317943,0.000317943
87,211.691,1.49962,0.85,0.00163,0.54603,0.56397,0.59932,0.31856,1.88136,1.19656,0.00185,0.000314309,0.000314309,0.000314309
88,213.938,1.45527,0.77687,0.00151,0.54603,0.56397,0.59932,0.31856,1.88136,1.19656,0.00185,0.000310662,0.000310662,0.000310662
89,216.265,1.38494,0.80979,0.00141,0.63534,0.52139,0.59272,0.31837,1.86309,1.20412,0.00184,0.000307003,0.000307003,0.000307003
90,218.179,1.48076,0.78707,0.00146,0.63534,0.52139,0.59272,0.31837,1.86309,1.20412,0.00184,0.000303333,0.000303333,0.000303333
91,220.285,1.47521,0.79783,0.00166,0.62271,0.50684,0.59076,0.32537,1.84015,1.20052,0.00182,0.000299653,0.000299653,0.000299653
92,222.722,1.40738,0.8108,0.00142,0.5839,0.50605,0.58179,0.31369,1.81602,1.19282,0.0018,0.000295964,0.000295964,0.000295964
93,224.763,1.40422,0.79148,0.00146,0.5839,0.50605,0.58179,0.31369,1.81602,1.19282,0.0018,0.000292267,0.000292267,0.000292267
94,226.774,1.47643,0.85699,0.00144,0.56593,0.52276,0.58051,0.31903,1.77542,1.18384,0.00175,0.000288562,0.000288562,0.000288562
95,228.764,1.51526,0.81999,0.00148,0.87837,0.4598,0.58363,0.3204,1.76764,1.16344,0.00175,0.000284851,0.000284851,0.000284851
96,230.671,1.4208,0.81765,0.00136,0.87837,0.4598,0.58363,0.3204,1.76764,1.16344,0.00175,0.000281134,0.000281134,0.000281134
97,232.634,1.37938,0.76323,0.00141,0.88505,0.45743,0.58263,0.32207,1.77151,1.14145,0.00175,0.000277413,0.000277413,0.000277413
98,234.721,1.47103,0.7894,0.00145,0.88505,0.45743,0.58263,0.32207,1.77151,1.14145,0.00175,0.000273688,0.000273688,0.000273688
99,236.699,1.40758,0.73322,0.00132,0.88742,0.45937,0.59569,0.32987,1.7646,1.1356,0.00174,0.00026996,0.00026996,0.00026996
100,239.145,1.44595,0.75575,0.00126,0.88674,0.46745,0.60469,0.33584,1.76016,1.13495,0.00173,0.00026623,0.00026623,0.00026623
101,241.516,1.39808,0.77384,0.00154,0.88674,0.46745,0.60469,0.33584,1.76016,1.13495,0.00173,0.0002625,0.0002625,0.0002625
102,243.932,1.36663,0.7014,0.00133,0.87632,0.47093,0.60393,0.327,1.77879,1.14916,0.00173,0.00025877,0.00025877,0.00025877
103,246.098,1.46134,0.80968,0.00142,0.86778,0.45801,0.59672,0.32297,1.77502,1.17209,0.00172,0.00025504,0.00025504,0.00025504
104,248.044,1.41069,0.75578,0.00139,0.86778,0.45801,0.59672,0.32297,1.77502,1.17209,0.00172,0.000251312,0.000251312,0.000251312
105,250.049,1.441,0.77841,0.00152,0.88492,0.45965,0.59298,0.32939,1.77266,1.16504,0.00173,0.000247587,0.000247587,0.000247587
106,252.194,1.46304,0.74333,0.00138,0.88492,0.45965,0.59298,0.32939,1.77266,1.16504,0.00173,0.000243866,0.000243866,0.000243866
107,254.26,1.38898,0.71709,0.0013,0.66826,0.46372,0.59714,0.33516,1.76546,1.15947,0.00174,0.000240149,0.000240149,0.000240149
108,256.197,1.35744,0.7073,0.00139,0.51864,0.6522,0.59963,0.33827,1.74854,1.18073,0.00173,0.000236438,0.000236438,0.000236438
109,258.425,1.38571,0.76032,0.00155,0.51864,0.6522,0.59963,0.33827,1.74854,1.18073,0.00173,0.000232733,0.000232733,0.000232733
110,260.811,1.41929,0.78757,0.00135,0.60523,0.49198,0.58402,0.33357,1.75843,1.19235,0.00173,0.000229036,0.000229036,0.000229036
111,262.841,1.50188,0.77738,0.00132,0.60759,0.51252,0.58615,0.33235,1.74283,1.22474,0.00172,0.000225347,0.000225347,0.000225347
112,265.02,1.43437,0.77271,0.00134,0.60759,0.51252,0.58615,0.33235,1.74283,1.22474,0.00172,0.000221667,0.000221667,0.000221667
113,267.253,1.3833,0.70633,0.00149,0.54704,0.5297,0.57548,0.31876,1.77744,1.23042,0.00175,0.000217997,0.000217997,0.000217997
114,269.252,1.48688,0.76003,0.00149,0.54704,0.5297,0.57548,0.31876,1.77744,1.23042,0.00175,0.000214338,0.000214338,0.000214338
115,271.521,1.56049,0.79544,0.00132,0.55057,0.5371,0.56242,0.31779,1.77415,1.23902,0.00176,0.000210691,0.000210691,0.000210691
116,273.788,1.36962,0.71617,0.00139,0.54375,0.53925,0.56413,0.31669,1.78457,1.22383,0.00176,0.000207057,0.000207057,0.000207057
117,275.828,1.31541,0.67566,0.00134,0.54375,0.53925,0.56413,0.31669,1.78457,1.22383,0.00176,0.000203436,0.000203436,0.000203436
118,277.911,1.5042,0.78579,0.0014,0.53153,0.52851,0.56872,0.31726,1.78074,1.22375,0.00173,0.00019983,0.00019983,0.00019983
119,279.986,1.36485,0.73484,0.00129,0.55474,0.64716,0.56657,0.31466,1.77865,1.19288,0.00173,0.00019624,0.00019624,0.00019624
120,282.123,1.39139,0.75662,0.00148,0.55474,0.64716,0.56657,0.31466,1.77865,1.19288,0.00173,0.000192665,0.000192665,0.000192665
121,284.132,1.42708,0.75281,0.0015,0.5623,0.51711,0.57052,0.31826,1.78129,1.17887,0.00172,0.000189108,0.000189108,0.000189108
122,286.264,1.34345,0.6963,0.00138,0.5623,0.51711,0.57052,0.31826,1.78129,1.17887,0.00172,0.00018557,0.00018557,0.00018557
123,288.299,1.35197,0.78164,0.0018,0.60608,0.71362,0.57933,0.31251,1.80399,1.19809,0.00173,0.00018205,0.00018205,0.00018205
124,290.328,1.48422,0.74909,0.00137,0.5917,0.72193,0.58034,0.31463,1.77562,1.20702,0.00172,0.00017855,0.00017855,0.00017855
125,292.633,1.455,0.71987,0.00131,0.5917,0.72193,0.58034,0.31463,1.77562,1.20702,0.00172,0.00017507,0.00017507,0.00017507
126,294.687,1.3395,0.6534,0.00124,0.61202,0.69359,0.57421,0.31739,1.77335,1.17303,0.00171,0.000171613,0.000171613,0.000171613
127,296.975,1.49739,0.73398,0.00138,0.66316,0.69047,0.5767,0.32541,1.73023,1.19026,0.00169,0.000168177,0.000168177,0.000168177
128,299.028,1.41351,0.66685,0.0016,0.66316,0.69047,0.5767,0.32541,1.73023,1.19026,0.00169,0.000164765,0.000164765,0.000164765
129,301.07,1.29872,0.67502,0.00131,0.64368,0.63822,0.5661,0.32263,1.75807,1.19442,0.00171,0.000161377,0.000161377,0.000161377
130,303.065,1.41247,0.69553,0.00146,0.64368,0.63822,0.5661,0.32263,1.75807,1.19442,0.00171,0.000158014,0.000158014,0.000158014
131,305.102,1.35289,0.66019,0.0015,0.65403,0.61199,0.55935,0.32542,1.77208,1.21052,0.00175,0.000154677,0.000154677,0.000154677
132,307.136,1.35956,0.68541,0.00157,0.64392,0.63928,0.5502,0.31428,1.79789,1.2378,0.00179,0.000151367,0.000151367,0.000151367
133,309.121,1.39676,0.69479,0.00127,0.64392,0.63928,0.5502,0.31428,1.79789,1.2378,0.00179,0.000148084,0.000148084,0.000148084
134,311.149,1.42986,0.71167,0.0015,0.64647,0.65138,0.5471,0.30932,1.80059,1.27019,0.0018,0.000144829,0.000144829,0.000144829
135,313.221,1.406,0.6956,0.00146,0.63386,0.65138,0.54736,0.31381,1.80241,1.26014,0.0018,0.000141603,0.000141603,0.000141603
136,315.241,1.43839,0.74104,0.00124,0.63386,0.65138,0.54736,0.31381,1.80241,1.26014,0.0018,0.000138407,0.000138407,0.000138407
137,317.475,1.46269,0.73098,0.00128,0.59247,0.65881,0.5353,0.30857,1.78163,1.2691,0.00177,0.000135241,0.000135241,0.000135241
138,319.679,1.41186,0.69947,0.00135,0.59247,0.65881,0.5353,0.30857,1.78163,1.2691,0.00177,0.000132107,0.000132107,0.000132107
139,321.776,1.4025,0.72356,0.00135,0.57742,0.66284,0.54449,0.30978,1.75684,1.26538,0.00175,0.000129005,0.000129005,0.000129005
140,324.097,1.57772,0.76362,0.00138,0.56854,0.66482,0.53915,0.31219,1.768,1.25054,0.00175,0.000125936,0.000125936,0.000125936
